time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
12.7345,-782.8901,-186.1099,199.6642,-31.7315
12.8344,-773.8882,-187.4333,199.5755,-32.2311
12.9340,-764.9416,-188.8167,199.6331,-32.5469
13.0346,-755.9214,-190.2279,199.4788,-32.9074
13.1356,-746.6219,-191.7230,199.4698,-33.1423
13.2349,-737.0072,-193.2261,199.3568,-33.8335
13.3334,-727.6253,-194.7448,199.2639,-34.3463
13.4376,-718.4391,-196.4052,199.1954,-34.7779
13.5361,-709.0888,-198.1441,199.1161,-35.2843
13.6411,-699.8145,-199.7776,199.0327,-35.6565
13.7396,-690.3121,-201.5122,199.0057,-35.9041
13.8387,-680.5537,-203.6048,198.7894,-35.9386
13.9374,-670.9094,-204.6407,198.9473,-36.7488
14.0386,-660.9905,-206.3326,198.8868,-37.0863
14.1401,-650.9514,-208.1333,198.8842,-37.2422
14.2370,-641.2267,-209.9404,198.7969,-37.8456
14.3396,-631.7262,-211.7248,198.6605,-38.4335
14.4389,-622.1463,-213.4443,198.5596,-38.9031
14.5370,-612.2618,-215.4766,198.4745,-39.2921
14.6394,-602.4198,-217.5478,198.4142,-39.5465
14.7394,-592.9348,-219.4889,198.3890,-39.7792
14.8377,-583.1605,-221.2130,198.2938,-40.3055
14.9405,-573.4620,-222.8942,198.1822,-40.9521
15.0396,-563.7758,-224.7450,198.0674,-41.4600
15.1435,-553.9933,-226.5707,197.9862,-41.8252
15.2413,-544.0409,-228.6465,197.9812,-41.9222
15.3403,-534.1246,-230.6868,197.9505,-42.0634
15.4403,-524.6042,-232.6730,197.8885,-42.2497
15.5423,-515.1281,-234.7854,197.8537,-42.5837
15.6411,-504.0643,-238.1111,200.3699,-45.1667
15.7395,-495.7238,-239.1798,197.9577,-43.9000
15.8421,-486.7237,-241.1933,197.8948,-44.4449
15.9422,-477.5553,-243.2031,197.6804,-44.8469
16.0404,-467.8352,-245.2786,197.5394,-45.1541
16.1426,-458.0353,-247.2857,197.4992,-45.6921
16.2437,-448.6311,-249.3828,197.4117,-46.2766
16.3406,-439.4885,-251.4454,197.1258,-46.9373
16.4429,-430.1951,-253.5988,197.0435,-47.6613
16.5437,-420.7318,-255.8596,196.8664,-48.4280
16.6432,-411.2478,-258.3400,196.7774,-48.7936
16.7409,-401.2912,-260.9863,196.7628,-49.0101
16.8426,-391.5755,-263.5089,196.5520,-49.5205
16.9413,-381.8134,-265.8537,196.4909,-49.8808
17.0466,-371.0593,-269.0614,193.8597,-48.4331
17.1446,-362.0081,-270.9614,194.6946,-49.6486
17.2427,-352.5341,-273.0328,195.6209,-50.7743
17.3457,-342.5816,-275.6784,195.7550,-50.9336
17.4486,-332.8387,-278.2112,195.6491,-51.3271
17.5505,-322.9775,-280.7299,195.5477,-51.9621
17.6460,-318.8032,-281.4799,194.0118,-57.4057
17.7468,-318.2712,-281.5198,193.7516,-58.2241
17.8472,-316.1202,-282.2867,193.9467,-56.8209
17.9478,-309.0861,-284.2309,193.9556,-56.5056
18.0478,-299.1108,-286.6578,193.5518,-55.8211
18.1724,-288.2638,-290.4208,193.5662,-57.7352
18.2494,-283.7041,-290.9700,191.4403,-64.4571
18.3500,-282.2647,-291.1413,190.8483,-66.2584
18.4461,-281.4867,-291.3731,191.4379,-64.5422
18.5480,-274.0376,-293.7986,191.3318,-65.1042
18.6485,-263.3056,-297.2875,191.4165,-64.9421
18.7510,-252.7047,-300.8371,191.3973,-64.9079
18.8535,-242.9792,-304.0693,191.1254,-65.6609
18.9488,-238.8821,-305.5372,189.3415,-75.1748
19.0464,-236.7821,-305.9445,187.2664,-80.9094
19.1514,-233.0911,-307.1749,187.2093,-79.7888
19.2529,-224.2771,-310.2111,186.5738,-78.9081
19.3508,-214.0990,-314.1410,186.4590,-78.5771
19.4470,-204.0698,-318.3581,186.3247,-78.8015
19.5477,-194.7089,-322.1711,186.0768,-79.3042
19.6481,-185.4755,-325.9977,185.6272,-80.2689
19.7480,-181.7060,-326.6707,183.0809,-86.3390
19.8480,-181.3479,-326.8820,182.6529,-86.9225
19.9481,-178.8573,-328.0105,183.4814,-85.2905
20.0487,-171.4096,-331.4799,183.1557,-85.8137
20.1548,-166.8687,-332.9209,180.3546,-91.7562
20.2536,-166.7278,-333.0730,180.2812,-91.8975
20.3525,-164.5109,-334.1125,181.2608,-90.0590
20.4530,-157.5062,-337.5411,181.4066,-89.9179
20.5498,-152.6701,-339.0995,177.9356,-96.5693
20.6499,-152.2304,-339.2601,177.4027,-97.3608
20.7501,-149.2803,-340.9720,178.2677,-95.8173
20.8546,-142.4483,-344.6185,178.2083,-96.0104
20.9548,-137.6972,-345.8004,173.7502,-103.8740
21.0529,-137.5775,-345.7660,171.9362,-106.8393
21.1507,-134.5918,-347.6794,173.3071,-104.5524
21.2511,-128.5285,-350.6736,173.3700,-104.5903
21.3516,-119.0261,-356.9951,172.7119,-105.4173
21.4517,-113.8423,-358.9600,168.4524,-112.0703
21.5516,-113.9670,-359.0318,168.2874,-112.4713
21.6526,-113.8739,-359.0309,168.3431,-112.4500
21.7523,-113.8675,-358.9558,168.3792,-112.3828
21.8568,-113.7603,-359.2437,168.3258,-112.3997
21.9527,-113.7273,-359.2183,168.3843,-112.3289
22.0567,-113.7305,-359.2585,168.4266,-112.3024
22.1563,-113.7140,-359.3553,168.4181,-112.3425
22.2596,-113.7065,-359.2785,168.4523,-112.2905
22.3552,-113.7000,-359.2359,168.5000,-112.2383
22.4544,-113.6877,-359.1810,168.4526,-112.2608
22.5544,-113.7326,-359.0587,168.4966,-112.2122
22.6547,-113.7973,-359.0909,168.4694,-112.2533
22.7547,-113.7225,-359.1989,168.4149,-112.3074
22.8587,-113.7463,-359.2836,168.3872,-112.3338
22.9585,-113.7107,-359.2359,168.4159,-112.3336
23.0588,-113.7898,-359.2354,168.3510,-112.4266
23.1587,-113.7277,-359.2822,168.4464,-112.3275
23.2559,-114.4941,-358.9833,167.5318,-113.7596
23.3597,-115.5403,-358.6492,166.2801,-115.3775
23.4572,-116.2090,-358.2082,165.5445,-116.5645
23.5601,-114.4079,-360.0016,167.1767,-114.2263
23.6566,-108.8615,-363.4068,167.1208,-114.2940
23.7680,-99.6329,-370.1656,166.6142,-115.0045
23.8616,-92.4420,-373.8315,160.7673,-123.0120
23.9612,-92.1721,-373.8890,152.8015,-132.8052
23.9795,NaN,NaN,NaN,NaN
24.0798,-80.5546,-385.5967,150.4412,-135.6217
24.2630,-68.9222,-395.3599,147.3780,-135.7253
24.3591,-64.9514,-402.7425,159.6831,-124.5911
24.4652,-64.5444,-407.7959,173.1922,-105.0560
24.5615,-65.3579,-412.8965,185.1112,-82.1555
24.6623,-65.5262,-416.7782,192.4852,-62.8578
24.7618,-64.4127,-419.9145,194.3813,-47.2109
24.8690,-63.5817,-420.9100,197.6276,-42.2068
24.9628,-63.6926,-421.4337,197.9031,-41.2505
25.0694,-63.5142,-421.4488,197.9271,-41.2824
25.1639,-63.5799,-421.5126,197.8663,-41.3551
25.2640,-63.5725,-421.4939,197.9196,-41.2981
25.3649,-63.5608,-421.4947,197.8708,-41.3147
25.4639,-63.5735,-421.4886,197.8873,-41.3005
25.5613,-63.5375,-421.4461,197.9090,-41.2658
25.6645,-63.5745,-421.4656,197.9506,-41.2449
25.7619,-63.5828,-421.4496,197.9049,-41.2478
25.8645,-63.5121,-421.4114,197.9723,-41.2542
25.9755,-63.5762,-421.4786,197.8378,-41.3766
26.0672,-63.5343,-421.4073,197.9456,-41.2475
26.1667,-63.5889,-421.4595,197.8718,-41.3499
26.2672,-63.5560,-421.5199,197.8642,-41.2536
26.3684,-63.4671,-421.5912,197.7371,-41.0143
26.4641,-62.7938,-422.0021,196.5699,-40.0577
26.5644,-63.6434,-421.3215,198.2749,-41.4520
26.6672,-63.9993,-420.3552,199.1110,-43.3027
26.7669,-63.8985,-420.6801,198.8517,-42.7874
26.8686,-63.6815,-421.3970,198.1694,-41.6166
26.9688,-63.6606,-421.4052,198.1741,-41.5590
27.0718,-63.7455,-421.3981,198.1466,-41.6952
27.1705,-62.9502,-421.8335,196.7266,-40.6257
27.2718,-63.4325,-421.6030,197.7884,-40.9773
27.3708,-63.4438,-421.5902,197.8281,-40.9540
27.4782,-63.4684,-421.5058,197.8563,-41.0683
27.5717,-63.3709,-421.6857,197.6818,-40.7918
27.6719,-63.5247,-421.5419,197.8675,-41.1827
27.7696,-63.5025,-421.4645,198.0087,-41.1822
27.8706,-63.5088,-421.5757,197.8920,-41.1203
27.9727,-63.4916,-421.4892,197.9622,-41.2862
28.0713,-63.4565,-421.4767,198.0130,-41.3628
28.1700,-62.3681,-421.7487,197.7056,-42.6176
28.2729,-60.8154,-421.9480,197.4043,-43.8804
28.3708,-60.7304,-422.0344,197.2942,-44.1245
28.4681,-60.7022,-422.0172,197.3014,-44.1149
28.5726,-60.6439,-422.0081,197.2818,-44.1222
28.6722,-60.7567,-422.0875,197.1894,-44.2173
28.7714,-60.7227,-422.0254,197.3123,-44.0945
28.8689,-60.0459,-422.1755,197.4661,-43.8674
28.9688,-60.1410,-422.1319,197.4637,-43.8032
29.0711,-60.0927,-422.0716,197.5183,-43.6250
29.1700,-60.1609,-422.1526,197.3657,-43.6411
29.2703,-60.2037,-422.0939,197.5135,-43.6589
29.3739,-60.2245,-422.1382,197.5088,-43.7612
29.4739,-59.4139,-422.0841,197.7502,-42.5888
29.5703,-53.9917,-423.5503,197.3166,-44.4429
29.6737,-46.5694,-425.1938,197.1409,-44.7575
29.7705,-37.0245,-428.0638,194.7360,-42.8401
29.8726,-33.6943,-428.8756,198.7169,-39.6274
29.9750,-32.3070,-430.1446,199.7524,-33.6716
30.0752,-30.9555,-431.2015,200.3734,-28.8696
30.1806,-28.0440,-431.7543,200.3498,-29.5299
30.2782,-21.1924,-432.9142,199.9774,-29.5547
30.3736,-11.9942,-434.2466,200.0397,-30.0557
30.4756,-2.8290,-435.8068,200.2334,-30.1940
30.5758,2.6109,-437.4534,201.1415,-23.7886
30.6736,4.9958,-438.9976,201.8847,-16.2650
30.7737,6.6885,-440.4268,202.3079,-9.2321
30.8770,9.0818,-441.8232,202.5471,-2.6250
30.8788,13.1667,-442.2166,202.5239,-1.4934
31.1170,21.8217,-442.3521,202.5253,-2.5397
31.2325,31.5809,-442.4686,202.4982,-3.1009
31.3390,29.1813,-442.4986,202.4670,-3.0616
31.4377,30.0208,-442.4765,202.5322,-3.1165
31.5385,30.5060,-442.5077,202.4727,-3.1799
31.6394,30.5742,-442.4908,202.4820,-3.1660
