time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
0.0003,-1249.3290,13.5364,203.1661,-12.0327
0.8803,NaN,NaN,NaN,NaN
0.8974,NaN,NaN,NaN,NaN
0.9319,-1232.2282,11.4814,204.1530,-24.0461
1.1543,-1200.5922,8.1835,203.9875,-24.9831
1.3192,-1168.1505,3.2536,201.5972,-29.3602
1.3565,-1162.3205,6.9989,196.6642,-51.3765
1.4122,-1160.5750,8.4004,192.7185,-65.5471
1.4583,-1155.5161,7.0124,191.9822,-67.3990
1.5609,-1145.0132,3.3848,191.9447,-67.8667
1.6616,-1135.4062,-0.0085,191.7183,-68.2008
1.7668,-1126.2526,-3.4390,191.6294,-68.7356
1.8612,-1117.2451,-6.8532,191.3878,-69.2285
1.9620,-1107.0908,-9.7689,189.1642,-70.9366
2.0600,-1098.0075,-13.1173,189.0015,-71.4436
2.1611,-1089.1037,-16.3316,188.6810,-72.0852
2.2601,-1079.9921,-19.7080,188.4816,-72.7015
2.3605,-1070.6859,-23.3318,188.3455,-72.9664
2.4602,-1062.0132,-26.6757,188.2452,-73.2880
2.5607,-1053.2773,-30.1466,188.0314,-73.8224
2.6644,-1044.3603,-33.5214,187.9301,-74.1287
2.7616,-1035.1329,-36.9474,187.6984,-74.6450
2.8625,-1026.0443,-40.6584,187.6343,-74.9094
2.9635,-1017.0714,-44.2341,187.3875,-75.3717
3.0627,-1008.2365,-47.7151,187.2903,-75.9091
3.1634,-999.3208,-51.2509,187.0054,-76.3173
3.2629,-990.4307,-54.8334,186.9531,-76.6794
3.3635,-981.3376,-58.6191,186.7918,-77.0400
3.4629,-972.2654,-62.3242,186.5624,-77.4240
3.6138,-962.9867,-66.0183,186.4396,-77.7670
3.6908,-953.5300,-69.8554,186.3956,-77.9137
3.7660,-944.3821,-73.7491,186.3552,-78.1375
3.8655,-935.2753,-77.4750,185.9916,-78.9535
3.9645,-926.3847,-81.3099,185.7251,-79.3619
4.0667,-917.4255,-85.1142,185.6077,-79.9319
4.1671,-908.4400,-88.9100,185.4074,-80.4448
4.2657,-899.4855,-92.7215,185.1463,-80.8849
4.3659,-890.3841,-96.6275,184.9431,-81.2997
4.4654,-881.1837,-100.6770,184.8004,-81.5859
4.5658,-872.2228,-104.5600,184.6319,-82.1151
4.6718,-863.4951,-108.3584,184.3962,-82.7739
4.7802,-854.5129,-112.4017,184.1431,-83.2259
4.8680,-845.4702,-116.4119,183.9989,-83.4627
4.9668,-836.3883,-120.4688,183.8198,-83.9110
5.0667,-827.4377,-124.4157,183.4847,-84.6491
5.1679,-818.7509,-128.3625,183.2869,-85.1468
5.2665,-809.8689,-132.3437,183.1072,-85.6399
5.3679,-801.1018,-136.4092,182.9190,-86.1174
5.4675,-792.3106,-140.6391,182.6518,-86.6134
5.5691,-783.4036,-144.8027,182.2988,-87.1909
5.6696,-774.6364,-149.0198,182.0612,-87.6668
5.7692,-765.6450,-153.2294,181.9672,-87.9130
5.8688,-757.2139,-157.2411,181.6917,-88.4911
5.9709,-748.8125,-161.2571,181.4504,-89.1619
6.0694,-740.6301,-165.1888,181.0859,-89.8173
6.1706,-732.2205,-169.5390,180.9886,-90.0582
6.2691,-724.0237,-173.5899,180.7783,-90.7150
6.3692,-716.0175,-177.1711,180.1685,-90.2036
6.4692,-707.1502,-181.8302,180.2153,-91.6801
6.5927,-698.3137,-186.5497,180.1891,-91.6360
6.6710,-689.7163,-191.0693,180.1127,-91.7049
6.7714,-681.2780,-195.2634,179.8604,-92.3049
6.8706,-672.6472,-199.6065,179.5983,-92.8320
6.9724,-663.8611,-204.1245,179.6060,-93.3305
7.0724,-655.4393,-208.4268,179.0864,-93.2175
7.1736,-646.8434,-212.8748,178.9232,-93.5442
7.2736,-638.2730,-217.3897,178.8056,-93.6636
7.3728,-629.7232,-221.7666,178.6933,-93.9256
7.4726,-621.0810,-226.2067,178.5652,-94.1236
7.5728,-612.3775,-230.7721,178.4465,-94.3792
7.6854,-603.5681,-235.3574,178.2490,-94.7510
7.7722,-594.4666,-240.1635,178.1070,-94.9790
7.8725,-585.1911,-244.9429,177.9718,-95.2082
7.9728,-576.5493,-249.5310,177.8953,-95.3351
8.0735,-567.9344,-254.0842,178.0386,-96.1433
8.1750,-559.8539,-258.3641,177.2698,-96.5284
8.2737,-551.4376,-262.8118,176.8965,-97.2375
8.3737,-543.0315,-267.4159,176.6638,-97.6746
8.4739,-535.0118,-271.7044,176.6948,-98.5774
8.5750,-526.6654,-276.2854,175.9819,-98.9117
8.6746,-518.5894,-280.9277,176.2356,-99.3953
8.7784,-510.4678,-285.5854,175.5359,-99.6830
8.8765,-502.7697,-290.1635,175.7310,-100.3420
8.9785,-494.3795,-294.7271,174.9413,-100.7082
9.0732,-483.3649,-300.3565,180.8116,-103.9253
9.1786,-476.9223,-304.6023,176.4751,-103.3707
9.2779,-469.1782,-308.8999,174.9713,-102.7741
9.3765,-460.9953,-313.6503,174.5988,-102.9794
9.4776,-452.6021,-318.5847,174.2440,-103.2769
9.5979,-444.2175,-323.6954,174.1805,-103.5928
9.6817,-435.7012,-328.7615,173.8949,-103.9300
9.7762,-427.2260,-334.0009,173.6978,-104.1676
9.8788,-418.2342,-339.3218,173.5517,-104.5441
9.9785,-409.1973,-344.6045,173.2601,-105.0752
10.0777,-400.4166,-349.8759,173.0334,-105.4066
10.1792,-392.2285,-354.9209,172.7380,-105.7916
10.2785,-384.2346,-359.8489,172.3343,-106.2825
10.3791,-375.7715,-365.0148,171.9760,-107.0482
10.4780,-367.4558,-370.1732,171.7104,-107.3318
10.5788,-359.0830,-375.4866,171.4568,-107.9120
10.6967,-350.7126,-380.6441,171.0999,-108.3414
10.7803,-342.0637,-386.1208,170.8986,-108.5486
10.8800,-333.6853,-391.6204,170.6856,-109.0037
10.9812,-325.4619,-396.8203,170.2194,-109.7078
11.0819,-316.9496,-402.1287,170.2250,-109.9957
11.1814,-308.3504,-407.5214,170.0842,-110.4053
11.2869,-300.0278,-412.9881,169.9294,-110.4137
11.3806,-297.8219,-415.9269,175.2125,-101.3470
11.4799,-295.7503,-418.7590,178.6288,-94.3520
11.5834,-288.8297,-422.3920,178.0269,-96.4626
11.6833,-280.5518,-426.8282,177.8779,-96.6195
11.7824,-271.6806,-431.6287,177.8918,-96.9222
11.8815,-263.0935,-436.2914,177.7767,-96.9736
11.9816,-254.2857,-441.0371,177.8140,-97.0135
12.0818,-245.5052,-445.8023,177.6243,-97.2607
12.1846,-236.2706,-450.8621,177.7704,-96.9859
12.2832,-234.5573,-453.9201,183.3828,-85.9471
12.3852,-235.3890,-456.1691,188.8406,-73.2478
12.4833,-228.6302,-458.8493,188.2435,-74.6572
12.6162,-219.4096,-462.5309,188.1801,-74.7126
12.6994,-209.6914,-466.1555,188.4568,-74.5488
12.7852,-200.2447,-469.8820,188.4217,-74.8573
12.8852,-190.6518,-473.7377,187.6854,-75.2159
12.9854,-181.0006,-477.5347,187.7638,-75.9584
13.0854,-171.4958,-481.5037,187.6408,-76.4679
13.1854,-161.9949,-485.2652,187.3630,-77.0179
13.2857,-152.2570,-489.1252,187.1177,-76.8486
13.3865,-149.8281,-492.0713,191.8061,-64.5561
13.4859,-147.4811,-494.9570,194.9304,-55.1518
13.5864,-139.6627,-497.1509,194.3216,-57.0544
13.7072,-130.8554,-499.8558,193.9017,-57.8926
13.7877,-121.3376,-502.5036,194.0169,-58.1096
13.8854,-118.0296,-504.9756,197.0470,-47.0967
13.9861,-115.0490,-507.5927,199.1113,-37.3148
14.0283,-110.2860,-509.1398,199.7418,-33.9537
14.1900,-99.3754,-511.4052,198.9115,-36.3554
14.2868,-89.0781,-513.1019,198.6811,-37.1638
14.3867,-79.1745,-514.9285,198.6586,-37.6385
14.4878,-69.4246,-516.8346,198.5347,-37.9127
14.5872,-66.3815,-518.6639,200.3498,-27.1371
14.6879,-63.9180,-520.1707,201.1883,-19.3376
14.7879,-61.4350,-521.5496,201.7125,-12.7283
14.8909,-54.0330,-522.0083,201.6813,-14.8245
14.9904,-44.6289,-522.8182,201.5626,-15.7771
15.0883,-34.8273,-523.6829,201.4498,-16.1810
15.1935,-31.3035,-525.2333,202.0904,-4.8370
15.2886,-29.1714,-526.8117,202.0447,5.5191
15.3288,-24.9735,-527.6239,201.7965,10.4630
15.4922,-13.5142,-527.1724,201.9438,8.9420
15.6268,-2.7474,-526.7063,201.9113,8.2514
15.7175,7.3800,-526.1057,201.9978,8.3506
15.7890,17.2926,-525.7816,201.9357,7.8076
15.8904,27.0108,-525.4341,201.9209,7.3153
16.0261,36.4621,-525.0330,201.9915,6.7729
