time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
0.0003,-1236.4941,5.1901,202.9099,-20.4352
1.8071,-1236.4940,5.2093,202.8916,-20.4175
1.9480,-1231.9506,4.6942,202.6777,-22.3849
2.1091,-1223.1589,3.7046,202.7174,-22.4578
2.1486,-1212.6142,2.4357,202.6361,-22.6143
2.2076,-1201.7784,1.0292,202.6021,-23.0268
2.2761,-1191.6824,-0.0428,202.5001,-23.7657
2.3759,-1182.0050,-1.1070,202.3948,-24.4135
2.4764,-1171.7325,-2.4105,202.4456,-24.6906
2.5760,-1162.1832,-3.5644,202.2922,-25.1211
2.6780,-1152.6724,-4.7582,202.2421,-25.5008
2.7784,-1143.2676,-5.9695,202.1639,-26.3479
2.8767,-1133.6605,-7.2612,202.0294,-26.8962
2.9761,-1124.1502,-8.6546,202.0450,-27.2142
3.1014,-1114.2808,-10.1343,202.0275,-27.7258
3.1787,-1103.4117,-11.0196,199.8854,-29.0944
3.2770,-1093.4815,-12.4575,199.8217,-29.3621
3.3772,-1083.7166,-13.9003,199.8335,-29.7186
3.4783,-1074.0774,-15.2484,199.7197,-30.3785
3.5772,-1064.2414,-16.6281,199.5986,-30.9704
3.6797,-1054.5668,-18.0167,199.5473,-31.4069
3.7795,-1044.8033,-19.4374,199.4637,-31.9055
3.8788,-1034.9841,-20.8749,199.3745,-32.1140
3.9793,-1025.3558,-22.4688,199.3138,-32.4180
4.0797,-1015.6554,-24.0146,199.3015,-32.6216
4.1803,-1006.0516,-25.6629,199.3300,-32.7548
4.2803,-996.5724,-27.2026,199.2507,-33.2161
4.3806,-986.8315,-28.5609,199.0964,-33.8713
4.4808,-976.9921,-29.9715,199.0577,-34.4185
4.5809,-966.8140,-31.5776,199.0412,-34.4134
4.6820,-956.9384,-33.4061,198.9567,-34.7871
4.7809,-947.6532,-35.1890,198.9407,-35.1963
4.8811,-938.0406,-36.8203,198.8434,-35.7910
4.9807,-928.2462,-38.5665,198.7203,-36.4929
5.0813,-918.3976,-40.2827,198.6028,-37.2450
5.1828,-908.4564,-42.0799,198.5408,-37.4147
5.2820,-898.4537,-43.9606,198.4919,-37.5310
5.3830,-888.5830,-45.8963,198.4166,-37.7675
5.4826,-878.8570,-47.7931,198.3779,-38.3047
5.5823,-868.8465,-49.6864,198.3185,-38.8923
5.6829,-858.7580,-51.5642,198.1695,-39.4587
5.7828,-848.6066,-53.3057,198.0396,-40.1514
5.8830,-838.7051,-55.2056,197.9650,-40.4115
5.9831,-829.1486,-57.1524,197.8898,-40.7662
6.0889,-819.5001,-58.9862,197.7250,-41.4365
6.1854,-809.8727,-61.0486,197.7566,-41.7444
6.2847,-800.1881,-63.1127,197.7110,-41.9336
6.3861,-790.5130,-65.1358,197.6544,-42.0846
6.4846,-780.6702,-66.9171,197.5780,-42.6443
6.5847,-770.8840,-68.8102,197.4688,-42.9908
6.6855,-761.3471,-70.7924,197.4995,-43.2816
6.7906,-752.0373,-72.8240,197.1605,-44.6569
6.8876,-749.5822,-72.1814,194.2377,-55.8859
6.9860,-742.2593,-74.3542,194.5864,-54.8904
7.0858,-732.7038,-77.0665,194.4300,-55.3905
7.1874,-723.4627,-79.7008,194.3022,-55.9632
7.2861,-714.1433,-82.3875,194.2352,-56.3652
7.3868,-704.8750,-84.9694,194.0419,-56.7691
7.4876,-695.7034,-87.7119,193.8716,-57.2920
7.5868,-686.7081,-90.5284,193.8506,-57.5680
7.6874,-677.6703,-93.1818,193.7053,-58.0316
7.7870,-668.2977,-95.9638,193.4971,-58.4641
7.8882,-658.6414,-98.7580,193.4237,-59.0219
7.9879,-648.9783,-101.5814,193.2009,-59.6872
8.0879,-639.2816,-104.2733,192.9598,-60.3599
8.1900,-629.8915,-107.1056,192.8540,-60.8373
8.2887,-620.5084,-110.1885,192.8998,-60.6915
8.3896,-610.8431,-113.3871,192.9247,-60.6867
