time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
0.0004,1760.1324,-80.5939,133.0126,152.4956
1.8856,1760.1829,-80.5929,132.9966,152.4586
2.0217,1760.0940,-80.4919,136.0269,149.6858
2.1840,1755.5793,-74.1855,191.6210,64.8083
2.2260,1754.7482,-69.2688,202.2532,7.2978
2.2954,1755.7564,-62.3747,195.8402,-51.4885
2.3681,1758.6367,-55.5326,171.7091,-107.5196
2.4667,1763.9183,-50.1654,131.2899,-154.2501
2.5669,1770.7800,-46.3582,82.0305,-185.2384
2.6675,1777.5960,-44.3177,30.4618,-200.3132
2.7677,1783.7208,-43.6656,-17.2252,-201.8845
2.8670,1790.1457,-45.1043,-60.5197,-193.4047
2.9682,1795.5038,-47.1104,-97.8403,-177.4511
3.0680,1800.4457,-50.3241,-128.3802,-156.7189
3.1694,1803.8057,-54.4292,-152.4500,-133.3813
3.2684,1806.9578,-59.6308,-171.2510,-108.0132
3.3694,1809.2324,-65.3436,-185.0088,-82.1710
3.4735,1809.8088,-70.1018,-193.0107,-60.9435
3.5706,1802.1396,-72.3125,-192.6514,-62.0631
3.6720,1792.5397,-75.2954,-192.8009,-61.6825
3.7702,1783.0309,-78.2863,-192.8705,-61.3920
3.8776,1773.3940,-81.4151,-193.0294,-60.9344
3.9701,1763.9094,-84.4518,-193.1560,-60.6226
4.0713,1754.1389,-87.5233,-193.2917,-60.2624
4.2110,1744.4350,-90.5545,-193.3302,-59.9707
4.2925,1734.9597,-93.5477,-193.5195,-59.4000
4.3788,1725.7584,-96.3319,-193.7228,-58.7585
4.4708,1716.3427,-99.1963,-193.9523,-57.9881
4.5711,1706.6158,-102.1830,-194.0508,-57.5358
4.6728,1697.1149,-104.8981,-194.2078,-57.0791
4.7735,1687.4996,-107.8790,-194.3744,-56.5135
4.8734,1677.7740,-110.7372,-194.5314,-55.9590
4.9737,1668.2336,-113.6758,-194.7073,-55.4015
5.0723,1658.6141,-116.4956,-194.7057,-55.2733
5.1738,1648.8094,-119.1440,-194.7721,-55.0848
5.2730,1639.0014,-121.9019,-194.7980,-54.9232
5.3812,1629.2446,-124.8546,-194.8911,-54.5683
5.4761,1619.4387,-127.8032,-195.1108,-53.7803
5.5740,1609.2733,-130.6963,-195.4169,-53.0954
5.6731,1599.1024,-133.5451,-195.4912,-52.5273
5.7750,1588.7323,-136.0672,-195.6309,-52.1516
5.8751,1578.5873,-138.6680,-195.7435,-51.5086
5.9747,1569.0674,-141.2070,-196.0597,-50.5194
6.0754,1559.1945,-144.0276,-196.2109,-49.8683
6.1762,1549.1312,-146.7496,-196.2882,-49.3547
6.2750,1538.8591,-149.2122,-196.2349,-49.6424
6.3756,1529.1524,-151.5849,-196.3954,-48.9486
6.4768,1519.5217,-153.9470,-196.5260,-48.3388
6.5772,1509.7606,-156.4420,-196.7635,-47.6721
6.6761,1499.9941,-158.8270,-196.7727,-47.4936
6.7758,1490.3754,-161.0740,-196.9006,-47.0341
6.8765,1480.8723,-163.3936,-197.0778,-46.4886
6.9761,1471.3994,-165.7060,-197.2333,-45.9453
7.0767,1461.9944,-167.9384,-197.3683,-45.4423
7.1840,1452.5312,-170.2202,-197.3837,-45.0927
7.2777,1442.8168,-172.4776,-197.5045,-44.6131
7.3784,1433.2839,-174.7017,-197.5560,-44.2805
7.4779,1423.6443,-177.0341,-197.6511,-43.8544
7.5791,1413.9816,-179.1901,-197.8204,-43.2733
7.6789,1404.3354,-181.4955,-197.9807,-42.6069
7.7790,1394.4067,-183.5994,-198.0887,-42.0033
7.8787,1384.3605,-185.7100,-198.1783,-41.5154
7.9761,1374.4044,-187.7985,-198.2979,-41.0348
8.0789,1364.4838,-189.8475,-198.4326,-40.6092
8.1847,1354.5338,-191.9791,-198.5100,-40.1585
8.2822,1344.1551,-194.3045,-198.5111,-39.8580
8.3815,1334.2593,-196.2624,-198.5864,-39.5751
8.4821,1324.3443,-198.0912,-198.7484,-38.9008
8.5810,1314.3639,-200.0494,-198.8455,-38.1385
8.6804,1304.2177,-201.8965,-198.9720,-37.5610
8.7825,1293.9481,-203.7945,-199.0557,-37.0840
8.8802,1283.8024,-205.8959,-199.1747,-36.3773
8.9832,1273.5276,-207.9301,-199.2676,-35.8357
9.0822,1263.5775,-209.6938,-199.3372,-35.3286
9.1829,1253.4276,-211.4589,-199.4304,-35.0162
9.2817,1243.3467,-213.1861,-199.4312,-34.7991
9.3819,1233.0660,-215.3172,-199.5952,-34.2506
9.4817,1222.9592,-217.2121,-199.6881,-33.9771
9.5820,1213.0778,-218.9572,-199.7621,-33.5665
9.6828,1203.1481,-220.6027,-199.8666,-33.2023
9.7829,1193.2583,-222.2172,-199.9783,-32.9046
9.8852,1183.2333,-223.8275,-199.9672,-32.6228
9.9849,1173.4424,-225.3136,-200.0275,-32.1990
10.0855,1163.7108,-227.0434,-200.0784,-31.8790
10.1921,1153.9499,-228.6406,-200.1378,-31.7285
10.2842,1143.7894,-230.3453,-200.1819,-31.5449
10.3843,1133.9009,-232.0022,-200.2043,-31.0399
10.4844,1124.2116,-233.5030,-200.2635,-30.4057
10.5859,1114.5430,-235.0014,-200.4436,-29.6327
10.6853,1104.8567,-236.4462,-200.6152,-28.6520
10.7853,1095.2779,-237.8455,-200.7116,-27.9984
10.8858,1085.5836,-239.1567,-200.7339,-27.5907
10.9860,1075.6864,-240.7499,-200.8470,-26.9912
11.0853,1065.7978,-242.1511,-200.9373,-26.4300
11.1948,1056.0311,-243.3809,-201.0083,-25.8461
11.2900,1055.2877,-243.8288,-200.9867,-25.6179
11.3890,1056.8532,-243.5154,-200.9938,-25.6532
11.4874,1056.6339,-243.6510,-201.0394,-25.7048
11.5875,1056.6080,-243.6338,-201.0227,-25.7364
11.6869,1056.6436,-243.5998,-200.9992,-25.7378
11.7870,1056.6335,-243.6165,-200.9943,-25.7291
11.8883,1056.7048,-243.5153,-200.9998,-25.7578
11.9872,1056.7139,-243.4930,-200.9938,-25.7058
12.0880,1056.6919,-243.5154,-201.0024,-25.7101
12.1894,1056.7593,-243.4317,-201.0202,-25.7218
12.2878,1056.6672,-243.5847,-201.0089,-25.7527
12.3888,1056.6287,-243.6174,-200.9954,-25.7242
12.4887,1056.6565,-243.5860,-201.0042,-25.7479
12.5892,1056.6218,-243.6170,-201.0081,-25.7495
12.6893,1056.6759,-243.5384,-201.0078,-25.7235
12.7898,1056.6900,-243.5449,-200.9936,-25.7362
12.8898,1056.6994,-243.5289,-201.0119,-25.7358
12.9915,1056.6537,-243.5598,-201.0128,-25.7316
13.0920,1056.6709,-243.5238,-200.9963,-25.7396
13.2043,1056.6074,-243.6073,-201.0215,-25.7337
13.2905,1056.6741,-243.5087,-200.9922,-25.7332
13.3902,1056.6758,-243.5530,-201.0005,-25.7421
13.4905,1056.6831,-243.5367,-200.9980,-25.7395
13.5912,1056.7122,-243.4791,-201.0028,-25.7226
13.6914,1056.6678,-243.5319,-201.0059,-25.7283
13.7931,1056.7058,-243.4900,-200.9741,-25.7423
13.8947,1056.6787,-243.5612,-200.9929,-25.7396
